,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
30,high,0.3362767413330944,43.67714425888356,0.1265202947731432,0.1171822510429894,7.968820915317696,12.432204337842908,0.0648522208601762,19
31,low,0.3362767413330914,43.67714425888356,0.1171822510429894,0.1265202947731432,-7.380668648375642,4.133955881602097,0.0634046922859641,88
