,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
28,orange,0.3886625449454793,46.56448221518205,0.1103117841437992,0.1205652986279146,-8.504532067522591,-1.971481508432367,0.0344449217992874,18
