,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
29,warm,0.7107243497784356,60.049205720581675,0.1457884844072982,0.1312414865766291,11.084145882617214,10.72098802620127,0.1195081766324284,38
