,Column,H_Statistic,P_Value,F_Regression_Score,F_Regression_P_Value,Distance Correlation,mutual_info_score_reg,pearson_corr,Boost_Factor,t_stat,p_value,WoE,IV,Average CTR 1,Average CTR 0,Standard Deviation CTR 1,Standard Deviation CTR 0,Frequency of 1s,inc_dec_presence,inc_dec_presence_overall
52,contentFeaturization_tags##lingerie,0.07085632661986475,0.7900940261515041,0.18930706008306966,0.6636357785358754,0.03872711930087797,0.0,-0.016908003292377974,0.986242992097521,-0.4350943117107626,0.6636357785358491,-0.005276343862834958,2.4814726959508436e-05,0.13147033908375153,0.13711580179975402,0.10126491085196593,0.11930091511472848,593,-4.117295484474661,-0.15311635433966778
38,contentFeaturization_backgroundColors##black,0.45532546271889796,0.4998167663306051,0.1706448294455261,0.6796731276378214,0.035091749469244954,0.0,0.016053199574861187,1.1725523840042555,0.4130917930019033,0.679673127637898,0.09189919911913325,0.00019731898581242305,0.14296916484297512,0.13182218109676822,0.09453560312366625,0.10350406801147717,15,8.456075945234215,8.579818584783926
15,contentFeaturization_tags##camera,1.6473934606909755,0.1993140666126781,0.14602902236905052,0.7024820637207034,0.08313412865890248,0.014528789644200568,0.014850555508273092,0.5700739964559169,0.3821374391093481,0.702482063720719,0.08522181415578002,0.00016927351692858723,0.14215294059326225,0.1318410460640189,0.04770718114711013,0.10419888744720678,15,7.821459884531065,7.959926309021785
44,contentFeaturization_foregroundColors##pink,0.2028962006236386,0.6523932026456198,0.11868964088762524,0.7305694623149693,0.029465801428597144,0.0,-0.013388702281678332,0.8805014735580616,-0.34451362946569253,0.7305694623150021,-0.03677029481120839,0.00013258235265860345,0.12791572467304954,0.13253293507696642,0.1063264427459557,0.10299461405604474,66,-3.4838211356562128,-2.852715168369142
36,contentFeaturization_tags##leg,0.49293040935224813,0.4826230199378587,0.08832291858219578,0.7664133714445596,0.03783059055471792,0.01499903263905189,-0.011549913763557237,0.9845990677672847,-0.29719172024502327,0.7664133714446008,-0.0159856523655796,7.613593502570168e-05,0.1302523060462706,0.13285360021771903,0.10701014073273876,0.10171745445033958,199,-1.9580155653933673,-1.0781676154644502
69,contentFeaturization_tags##shirt,5.590077854440219e-05,0.9940345261883896,0.08264036124679403,0.7738406222702827,0.03490180686032893,0.0036352618789248226,0.011172233477245778,0.569979387546485,0.2874723660576695,0.7738406222703261,0.0790034614114314,9.676149325686285e-05,0.14139632691127524,0.13193145219470098,0.11645503321641905,0.10313675191131748,10,7.174085147343215,7.3853060654248885
63,contentFeaturization_foregroundColors##orange,0.029574600360995688,0.8634590124585214,0.07869520304394068,0.7791611233047231,0.05281901574123477,0.00763752333606349,-0.010902330003273729,0.9718351093424287,-0.28052665300098556,0.7791611233047585,-0.005426117140455166,2.2524792252462696e-05,0.13145323803494213,0.13411248286878483,0.10238704370231945,0.10637976209746161,509,-1.9828466202094626,-0.1661039714903503
54,contentFeaturization_foregroundColors##red,0.06155926036730781,0.8040482254688393,0.07785885978970065,0.7803074087140068,0.023881412353828665,0.0005603034560588416,-0.010844249159089644,0.8803845505907026,-0.279032004955884,0.7803074087139534,-0.07738531837059533,9.641365774197594e-05,0.12345304011429202,0.13221921832035222,0.09262862927871543,0.10348521125558116,11,-6.630033301831159,-6.241959837478064
62,contentFeaturization_foregroundColors##dark_blue,0.03457965357120851,0.8524792249306069,0.044921402956639274,0.8322138548910956,0.030628865929377032,0.0,-0.008237262888238693,0.8217708165303357,-0.21194669838579674,0.8322138548912282,-0.03650124369321629,5.3452712920409294e-05,0.12794574137713602,0.13224897643212644,0.08932569233989711,0.10386468740486036,27,-3.2538891196628263,-2.8299185864082523
45,contentFeaturization_foregroundColors##white,0.20049814852917264,0.654319055002343,0.038534905843472855,0.8444331821917885,0.02784771190548033,0.0,0.00762931447584367,1.0061308683100756,0.19630309687692885,0.8444331821917344,0.05443682016468732,4.552969118308276e-05,0.13844004559098755,0.13197665527299285,0.09398102048308686,0.10345575415079969,10,4.897373936796033,5.140119211357629
46,contentFeaturization_backgroundColors##brown,0.19498943738114527,0.6587959939944901,0.031679842757558974,0.8587865967001125,0.037676675629539705,0.0,-0.006917547065300937,1.2284676693767054,-0.17798832196961423,0.8587865967000116,-0.019200115594143325,3.5281670794435924e-05,0.12988858299079803,0.1323071061550602,0.1114926770670789,0.10243737434239546,64,-1.82796165266265,-1.354401888929584
32,contentFeaturization_tags##tan,0.6392255981382904,0.4239913584620376,0.018465065764798443,0.8919525360054764,0.04409429283135544,0.013304165845398952,-0.005281294405541745,0.9488878948460129,-0.13588622360194375,0.8919525360053707,-0.007908205578633455,1.662252548023492e-05,0.13117010901610657,0.13240251274865777,0.10983759370243062,0.10087589332668605,177,-0.9308008639463685,-0.38113004046835663
55,contentFeaturization_tags##face,0.05844382355338357,0.808972664264314,0.014444580446928743,0.9043725836265226,0.022771314845067062,0.0,0.004671095357726318,0.9291808440595674,0.12018560831867206,0.9043725836265047,0.0169590619579108,1.6562545719443493e-05,0.13403017976181975,0.13195524947843137,0.09982782620223009,0.10353852905729538,38,1.5724499719334977,1.7909884233294922
58,contentFeaturization_tags##wear,0.05241625272700886,0.8189109179781499,0.009401007453243293,0.922788464987531,0.03969812715046898,0.0,0.003768383730448161,0.9733721152306355,0.09695879255258123,0.9227884649873226,0.00018642611341902524,3.465240833380819e-08,0.13209536707620426,0.125,0.10318434321114935,0.1767766952966369,662,5.676293660963405,0.32156940118997207
60,contentFeaturization_tags##style,0.03986771523411107,0.8417394488380077,0.008324480612801314,0.9273306111893402,0.034163708561401,0.003857200907245284,0.003546066272067887,0.9727451088249192,0.09123859168576645,0.9273306111893456,0.007695182453613466,8.675024919265623e-06,0.13295859800745524,0.13192266137164732,0.09921407066353832,0.10401791077021574,97,0.7852605648164734,0.9771615214555579
53,contentFeaturization_backgroundColors##silver,0.06356566474453142,0.8009465174751613,0.007236111470466458,0.932235166753979,0.0300987205091612,0.0,0.0033061401212069325,1.0944131943347475,0.08506533648006355,0.9322351667538497,0.01598163014244881,8.512335870864542e-06,0.13391677379536945,0.13201084732235058,0.10035247344978726,0.1034314748199729,22,1.4437650478561745,1.7048607658228618
17,contentFeaturization_backgroundColors##khaki,1.5031995885083989,0.22017970856001556,0.00552637970258211,0.9407626059006432,0.0758132237907259,0.009593424751705326,0.0028892794784182757,0.8981852564675942,0.07433962404116613,0.9407626059007217,0.007871988423025092,6.083754133282477e-06,0.13297898166896496,0.1319757916460175,0.13663384395026468,0.09911110320455944,65,0.7601318472392256,0.9926421621325177
67,contentFeaturization_foregroundColors##beige,0.0009861049861540408,0.9749487000546492,0.004503206065721573,0.946517633364401,0.032452747494594786,0.009668814673643,-0.0026081372296074866,1.4673075843178378,-0.06710593167314913,0.9465176333642902,-0.01671544080333419,5.436733034406551e-06,0.13016965361009414,0.13211202382106907,0.09014053934694481,0.10356321916939101,13,-1.4702448382788031,-1.1409390986404797
