,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
38,brown,0.0293720736006951,13.573092109556729,0.4466322752250932,0.4519657926726716,-1.1800710438812203,-1.0885239310840111,0.0634238894937822,8
