,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
1,lingerie,8.09146510234198,99.46055090686548,0.4194736803259644,0.3440521107485643,21.921554096355703,2.53029358582553,0.0940975781352439,88
7,style,2.067885452119858,84.64478913632522,0.4404250476452251,0.4032978215911764,9.205907908841796,7.651353483073409,0.0739653218988104,16
11,underwear,0.0179134238031629,10.620273705653094,0.4096068880699514,0.4058000293030065,0.9381119990265896,0.1185925561608464,0.0765329633795019,89
20,posing,0.7302987328473353,60.51709414334524,0.4139679336310536,0.3956599406235462,4.627204103264714,1.1845456843130342,0.100997486379856,75
22,thigh,0.1447149432184294,29.555515458842052,0.422405989394701,0.4081428578252828,3.49464196076266,3.247026300660731,0.0767938214210213,7
27,shorts,0.0123906490055765,8.840896901140805,0.4116645282008772,0.4086832815649611,0.729476044260992,0.6215333999197628,0.0994841378490438,15
30,sports_bra,0.0364198727288012,15.096207122866701,0.4123846822728603,0.4081177057002067,1.0455259629897031,0.7975578131083877,0.1536178365690927,24
31,lace,0.0349193219577424,14.785658982629323,0.4120755520065951,0.4080583135331561,0.984476566267196,0.7219983240558152,0.0754669800912695,27
34,stand,0.0072056412773623,6.747830295012481,0.4114376433322625,0.4088417510165921,0.6349381659812745,0.5660768283151606,0.0782717172379583,11
38,bodysuit,0.2083324506670515,35.09326234384835,0.4151059923764905,0.4059955774028,2.243969018571787,1.4627168849396988,0.1188047350699788,35
