,Column,Importance,Confidence(%),Average CTR 1,Average CTR 0,Variation 1/0,Variation Overall,Standard Deviation,Frequency
36,high,0.0050709000472029,5.662735624650839,0.4076624902730897,0.4094343880267757,-0.4327672040996316,-0.3566689115072597,0.0806762277938753,18
